period,programme,scheme,scheme_description,basis,nationality_code,nationality,recipients
2020Q2,Children,CB,Child Benefit,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),11976
2020Q2,Children,CB,Child Benefit,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),71531
2020Q2,Children,CB,Child Benefit,Social Assistance,06,Other nationals,35751
2020Q2,Children,FIS,Working Family Payment,Social Assistance,00,All,54883
2020Q2,Children,FIS,Working Family Payment,Social Assistance,01,Irish nationals,39088
2020Q2,Children,FIS,Working Family Payment,Social Assistance,03,United Kingdom,1877
2020Q2,Children,FIS,Working Family Payment,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),791
2020Q2,Children,FIS,Working Family Payment,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),10667
2020Q2,Children,FIS,Working Family Payment,Social Assistance,06,Other nationals,2460
2020Q2,"Illness,Disability and Caring",CAR,Carers Allowance,Social Assistance,00,All,89036
2020Q2,"Illness,Disability and Caring",CAR,Carers Allowance,Social Assistance,01,Irish nationals,80147
2020Q2,"Illness,Disability and Caring",CAR,Carers Allowance,Social Assistance,03,United Kingdom,3844
2020Q2,"Illness,Disability and Caring",CAR,Carers Allowance,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),379
2020Q2,"Illness,Disability and Caring",CAR,Carers Allowance,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),3053
2020Q2,"Illness,Disability and Caring",CAR,Carers Allowance,Social Assistance,06,Other nationals,1613
2020Q2,"Illness,Disability and Caring",CARB,Carers Benefit,Social Insurance,00,All,4086
2020Q2,"Illness,Disability and Caring",CARB,Carers Benefit,Social Insurance,01,Irish nationals,3577
2020Q2,"Illness,Disability and Caring",CARB,Carers Benefit,Social Insurance,03,United Kingdom,113
2020Q2,"Illness,Disability and Caring",CARB,Carers Benefit,Social Insurance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),34
2020Q2,"Illness,Disability and Caring",CARB,Carers Benefit,Social Insurance,05,EU15 to EU27(accession countries joined post 2004),313
2020Q2,"Illness,Disability and Caring",CARB,Carers Benefit,Social Insurance,06,Other nationals,49
2020Q2,"Illness,Disability and Caring",DB,Illness Benefit,Social Insurance,00,All,113632
2020Q2,"Illness,Disability and Caring",DB,Illness Benefit,Social Insurance,01,Irish nationals,90225
2020Q2,"Illness,Disability and Caring",DB,Illness Benefit,Social Insurance,03,United Kingdom,3316
2020Q2,"Illness,Disability and Caring",DB,Illness Benefit,Social Insurance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),1500
2020Q2,"Illness,Disability and Caring",DB,Illness Benefit,Social Insurance,05,EU15 to EU27(accession countries joined post 2004),13816
2020Q2,"Illness,Disability and Caring",DB,Illness Benefit,Social Insurance,06,Other nationals,4775
2020Q2,"Illness,Disability and Caring",DPMA,Disability Allowance,Social Assistance,00,All,151824
2020Q2,"Illness,Disability and Caring",DPMA,Disability Allowance,Social Assistance,01,Irish nationals,135254
2020Q2,"Illness,Disability and Caring",DPMA,Disability Allowance,Social Assistance,03,United Kingdom,6515
2020Q2,"Illness,Disability and Caring",DPMA,Disability Allowance,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),788
2020Q2,"Illness,Disability and Caring",DPMA,Disability Allowance,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),6850
2020Q2,"Illness,Disability and Caring",DPMA,Disability Allowance,Social Assistance,06,Other nationals,2417
2020Q2,"Illness,Disability and Caring",INVP,Invalidity Pension,Social Insurance,00,All,60148
2020Q2,"Illness,Disability and Caring",INVP,Invalidity Pension,Social Insurance,01,Irish nationals,55472
2020Q2,"Illness,Disability and Caring",INVP,Invalidity Pension,Social Insurance,03,United Kingdom,1613
2020Q2,"Illness,Disability and Caring",INVP,Invalidity Pension,Social Insurance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),331
2020Q2,"Illness,Disability and Caring",INVP,Invalidity Pension,Social Insurance,05,EU15 to EU27(accession countries joined post 2004),2506
2020Q2,"Illness,Disability and Caring",INVP,Invalidity Pension,Social Insurance,06,Other nationals,226
2020Q2,Pensions,SPC,State Pension Contributory,Social Insurance,00,All,442457
2020Q2,Pensions,SPC,State Pension Contributory,Social Insurance,01,Irish nationals,425910
2020Q2,Pensions,SPC,State Pension Contributory,Social Insurance,03,United Kingdom,10521
2020Q2,Pensions,SPC,State Pension Contributory,Social Insurance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),2068
2020Q2,Pensions,SPC,State Pension Contributory,Social Insurance,05,EU15 to EU27(accession countries joined post 2004),1950
2020Q2,Pensions,SPC,State Pension Contributory,Social Insurance,06,Other nationals,2008
2020Q2,Pensions,SPNC,State Pension Non Contributory,Social Assistance,00,All,96262
2020Q2,Pensions,SPNC,State Pension Non Contributory,Social Assistance,01,Irish nationals,87684
2020Q2,Pensions,SPNC,State Pension Non Contributory,Social Assistance,03,United Kingdom,5213
2020Q2,Pensions,SPNC,State Pension Non Contributory,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),604
2020Q2,Pensions,SPNC,State Pension Non Contributory,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),1695
2020Q2,Pensions,SPNC,State Pension Non Contributory,Social Assistance,06,Other nationals,1066
2020Q2,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,00,All,124285
2020Q2,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,01,Irish nationals,118410
2020Q2,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,03,United Kingdom,3022
2020Q2,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),574
2020Q2,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,05,EU15 to EU27(accession countries joined post 2004),1458
2020Q2,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,06,Other nationals,821
2020Q2,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,00,All,68513
2020Q2,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,01,Irish nationals,59486
2020Q2,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,03,United Kingdom,4607
2020Q2,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),529
2020Q2,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),2574
2020Q2,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,06,Other nationals,1317
2020Q2,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,00,All,112044
2020Q2,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,01,Irish nationals,108570
2020Q2,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,03,United Kingdom,2455
2020Q2,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),342
2020Q2,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,05,EU15 to EU27(accession countries joined post 2004),493
2020Q2,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,06,Other nationals,184
2020Q2,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,00,All,22401
2020Q2,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,01,Irish nationals,12750
2020Q2,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,03,United Kingdom,913
2020Q2,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),733
2020Q2,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),6126
2020Q2,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,06,Other nationals,1879
2020Q2,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,00,All,28852
2020Q2,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,01,Irish nationals,23294
2020Q2,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,03,United Kingdom,532
2020Q2,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),761
2020Q2,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,05,EU15 to EU27(accession countries joined post 2004),2822
2020Q2,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,06,Other nationals,1443
2020Q2,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,00,All,41369
2020Q2,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,01,Irish nationals,35086
2020Q2,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,03,United Kingdom,1171
2020Q2,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),279
2020Q2,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),3241
2020Q2,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,06,Other nationals,1592
2020Q2,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,00,All,2083
2020Q2,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,01,Irish nationals,1742
2020Q2,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,03,United Kingdom,40
2020Q2,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),53
2020Q2,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,05,EU15 to EU27(accession countries joined post 2004),170
2020Q2,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,06,Other nationals,78
2020Q2,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,00,All,5076
2020Q2,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,01,Irish nationals,3986
2020Q2,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,03,United Kingdom,159
2020Q2,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),155
2020Q2,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,05,EU15 to EU27(accession countries joined post 2004),457
2020Q2,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,06,Other nationals,319
2020Q2,Working Age Income Supports,PUP,Pandemic Unemployment Claim,Social Insurance,00,All,734259
2020Q2,Working Age Income Supports,PUP,Pandemic Unemployment Claim,Social Insurance,01,Irish nationals,528660
2020Q2,Working Age Income Supports,PUP,Pandemic Unemployment Claim,Social Insurance,03,United Kingdom,22386
2020Q2,Working Age Income Supports,PUP,Pandemic Unemployment Claim,Social Insurance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),18975
2020Q2,Working Age Income Supports,PUP,Pandemic Unemployment Claim,Social Insurance,05,EU15 to EU27(accession countries joined post 2004),99988
2020Q2,Working Age Income Supports,PUP,Pandemic Unemployment Claim,Social Insurance,06,Other nationals,64250
2020Q2,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,00,All,153303
2020Q2,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,01,Irish nationals,123689
2020Q2,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,03,United Kingdom,6636
2020Q2,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),1862
2020Q2,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),14766
2020Q2,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,06,Other nationals,6350
2020Q2,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,00,All,63200
2020Q2,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,01,Irish nationals,51631
2020Q2,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,03,United Kingdom,1768
2020Q2,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),1305
2020Q2,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,05,EU15 to EU27(accession countries joined post 2004),7147
2020Q2,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,06,Other nationals,1349
2020Q2,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,00,All,1358
2020Q2,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,01,Irish nationals,969
2020Q2,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,03,United Kingdom,126
2020Q2,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),18
2020Q2,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),183
2020Q2,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,06,Other nationals,62
2020Q3,Children,BTWF,Back to Work Scheme Family Dividend,Social Assistance,00,All,4411
2020Q3,Children,BTWF,Back to Work Scheme Family Dividend,Social Assistance,01,Irish nationals,3269
2020Q3,Children,BTWF,Back to Work Scheme Family Dividend,Social Assistance,03,United Kingdom,154
2020Q3,Children,BTWF,Back to Work Scheme Family Dividend,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),40
2020Q3,Children,BTWF,Back to Work Scheme Family Dividend,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),688
2020Q3,Children,BTWF,Back to Work Scheme Family Dividend,Social Assistance,06,Other nationals,260
2020Q3,Children,CB,Child Benefit,Social Assistance,00,All,642997
2020Q3,Children,CB,Child Benefit,Social Assistance,01,Irish nationals,502754
2020Q3,Children,CB,Child Benefit,Social Assistance,03,United Kingdom,19938
2020Q3,Children,CB,Child Benefit,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),12037
2020Q3,Children,CB,Child Benefit,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),71717
2020Q3,Children,CB,Child Benefit,Social Assistance,06,Other nationals,36551
2020Q3,Children,FIS,Working Family Payment,Social Assistance,00,All,52753
2020Q3,Children,FIS,Working Family Payment,Social Assistance,01,Irish nationals,37601
2020Q3,Children,FIS,Working Family Payment,Social Assistance,03,United Kingdom,1818
2020Q3,Children,FIS,Working Family Payment,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),771
